127.0.0.1 - - [22/Apr/2019:08:13:19 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:13:21 +0530] "GET /YoutubeAssignment/ HTTP/1.1" 200 11119
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:13:48 +0530] "GET /YoutubeAssignment/upload.jsp HTTP/1.1" 200 2558
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:14:31 +0530] "GET /YoutubeAssignment/upload.jsp HTTP/1.1" 200 2600
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:17:22 +0530] "GET /YoutubeAssignment/images/images.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:17:32 +0530] "GET /YoutubeAssignment/ HTTP/1.1" 200 11119
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:17:42 +0530] "GET /YoutubeAssignment/ HTTP/1.1" 200 11119
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:17:52 +0530] "GET /YoutubeAssignment/upload.jsp HTTP/1.1" 200 2600
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:17:52 +0530] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:18:06 +0530] "GET /YoutubeAssignment/upload.jsp HTTP/1.1" 200 2693
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:18:26 +0530] "GET /YoutubeAssignment/upload.jsp HTTP/1.1" 200 2693
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:18:34 +0530] "GET /YoutubeAssignment/upload.jsp HTTP/1.1" 200 2693
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:18:36 +0530] "GET /YoutubeAssignment/upload.jsp HTTP/1.1" 200 2693
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:18:52 +0530] "GET /YoutubeAssignment/upload.jsp HTTP/1.1" 200 2693
0:0:0:0:0:0:0:1 - - [22/Apr/2019:08:20:14 +0530] "GET /YoutubeAssignment/upload.jsp HTTP/1.1" 200 2693
