127.0.0.1 - - [07/Apr/2019:17:56:05 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [07/Apr/2019:17:56:06 +0530] "GET /YoutubeAssignment/ HTTP/1.1" 200 11119
0:0:0:0:0:0:0:1 - - [07/Apr/2019:17:56:06 +0530] "GET /YoutubeAssignment/images/images.png HTTP/1.1" 200 4419
0:0:0:0:0:0:0:1 - - [07/Apr/2019:17:56:06 +0530] "GET /YoutubeAssignment/images/video-default.png HTTP/1.1" 200 5909
0:0:0:0:0:0:0:1 - - [07/Apr/2019:17:56:54 +0530] "GET /YoutubeAssignment/ HTTP/1.1" 200 11119
0:0:0:0:0:0:0:1 - - [07/Apr/2019:17:56:54 +0530] "GET /YoutubeAssignment/images/images.png HTTP/1.1" 200 4419
0:0:0:0:0:0:0:1 - - [07/Apr/2019:17:56:54 +0530] "GET /YoutubeAssignment/images/video-default.png HTTP/1.1" 200 5909
0:0:0:0:0:0:0:1 - - [07/Apr/2019:17:56:55 +0530] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [07/Apr/2019:17:57:00 +0530] "GET /YoutubeAssignment/sign1.jsp HTTP/1.1" 200 1772
0:0:0:0:0:0:0:1 - - [07/Apr/2019:17:57:00 +0530] "GET /YoutubeAssignment/images/login.png HTTP/1.1" 200 7870
0:0:0:0:0:0:0:1 - - [07/Apr/2019:17:57:00 +0530] "GET /YoutubeAssignment/images/googlelogo_color_272x92dp.png HTTP/1.1" 200 13504
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:01:11 +0530] "GET /YoutubeAssignment/sign1.jsp HTTP/1.1" 200 1788
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:01:23 +0530] "GET /YoutubeAssignment/ HTTP/1.1" 200 11119
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:01:24 +0530] "GET /YoutubeAssignment/images/images.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:01:24 +0530] "GET /YoutubeAssignment/images/video-default.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:03:15 +0530] "GET /YoutubeAssignment/sign1.jsp HTTP/1.1" 200 1789
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:04:07 +0530] "GET /YoutubeAssignment/sign1.jsp HTTP/1.1" 200 1779
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:04:09 +0530] "GET /YoutubeAssignment/sign2.jsp HTTP/1.1" 200 1722
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:04:37 +0530] "GET /YoutubeAssignment/sign2.jsp HTTP/1.1" 200 1722
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:04:38 +0530] "GET /YoutubeAssignment/sign2.jsp HTTP/1.1" 200 1722
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:04:39 +0530] "GET /YoutubeAssignment/sign2.jsp HTTP/1.1" 200 1722
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:04:39 +0530] "GET /YoutubeAssignment/sign2.jsp HTTP/1.1" 200 1722
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:04:40 +0530] "GET /YoutubeAssignment/sign2.jsp HTTP/1.1" 200 1722
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:04:40 +0530] "GET /YoutubeAssignment/sign2.jsp HTTP/1.1" 200 1722
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:04:40 +0530] "GET /YoutubeAssignment/sign2.jsp HTTP/1.1" 200 1722
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:04:40 +0530] "GET /YoutubeAssignment/sign2.jsp HTTP/1.1" 200 1722
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:04:40 +0530] "GET /YoutubeAssignment/sign2.jsp HTTP/1.1" 200 1722
0:0:0:0:0:0:0:1 - - [07/Apr/2019:18:04:41 +0530] "GET /YoutubeAssignment/sign2.jsp HTTP/1.1" 200 1722
